"feature" "class" "assembly" "assembly_unit" "seq_type" "chromosome" "genomic_accession" "start" "end" "strand" "product_accession" "non.redundant_refseq" "related_accession" "name" "symbol" "GeneID" "locus_tag" "feature_interval_length" "product_length" "attributes"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1935674 1937116 "+" "WP_000091148.1" "WP_000091148.1" NA "pyruvate kinase II" "" NA "P370_RS0109320" 1443 480 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1937247 1938218 "-" "WP_000448381.1" "WP_000448381.1" NA "lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase" "" NA "P370_RS0109325" 972 323 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1938338 1939660 "-" "WP_001184045.1" "WP_001184045.1" NA "murein DD-endopeptidase MepM" "" NA "P370_RS0109330" 1323 440 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1939676 1940608 "-" "WP_001300644.1" "WP_001300644.1" NA "zinc ABC transporter substrate-binding protein" "" NA "P370_RS0109335" 933 310 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1940687 1941442 "+" "WP_000202996.1" "WP_000202996.1" NA "Mn2+/Zn2+ABC transporter ATP-binding protein" "" NA "P370_RS0109340" 756 251 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1941439 1942224 "+" "WP_000571480.1" "WP_000571480.1" NA "zinc uptake system membrane protein ZnuB" "" NA "P370_RS0109345" 786 261 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1942371 1943381 "-" "WP_000568519.1" "WP_000568519.1" NA "Holliday junction branch migration DNA helicase RuvB" "" NA "P370_RS0109350" 1011 336 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1943390 1944001 "-" "WP_000580323.1" "WP_000580323.1" NA "Holliday junction branch migration protein RuvA" "" NA "P370_RS0109355" 612 203 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1944140 1944205 "-" "WP_010723105.1" "WP_010723105.1" NA "hypothetical protein" "" NA "P370_RS1000000126090" 66 21 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1944276 1944878 "+" "WP_001024932.1" "WP_001024932.1" NA "DUF830 domain-containing protein" "" NA "P370_RS0109360" 603 200 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1944880 1945401 "-" "WP_001295503.1" "WP_001295503.1" NA "crossover junction endodeoxyribonuclease RuvC" "" NA "P370_RS0109365" 522 173 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1945436 1946176 "-" "WP_000907248.1" "WP_000907248.1" NA "YebC/PmpR family DNA-binding transcriptional regulator" "" NA "P370_RS0109370" 741 246 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1946205 1946657 "-" "WP_001300367.1" "WP_001300367.1" NA "NUDIX pyrophosphatase" "" NA "P370_RS0109375" 453 150 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1946775 1948547 "-" "WP_001258678.1" "WP_001258678.1" NA "aspartate--tRNA ligase" "" NA "P370_RS0109380" 1773 590 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1948857 1949423 "+" "WP_000891621.1" "WP_000891621.1" NA "isochorismatase" "" NA "P370_RS0109385" 567 188 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1949420 1950238 "+" "WP_000639274.1" "WP_000639274.1" NA "DUF72 domain-containing protein" "" NA "P370_RS0109390" 819 272 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1950291 1950686 "+" "WP_000252980.1" "WP_000252980.1" NA "hypothetical protein" "" NA "P370_RS0109395" 396 131 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1950727 1951470 "+" "WP_000019590.1" "WP_000019590.1" NA "carboxy-S-adenosyl-L-methionine synthase CmoA" "" NA "P370_RS0109400" 744 247 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1951467 1952438 "+" "WP_000564725.1" "WP_000564725.1" NA "tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB" "" NA "P370_RS0109405" 972 323 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1952603 1955032 "-" "WP_000176781.1" "WP_000176781.1" NA "Trimethylamine-N-oxide reductase 2" "" NA "P370_RS0109410" 2430 809 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1955057 1956157 "-" "WP_001214331.1" "WP_001214331.1" NA "cytochrome c-type protein TorY" "" NA "P370_RS0109415" 1101 366 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1956545 1957291 "-" "WP_001185741.1" "WP_001185741.1" NA "copper homeostasis protein CutC" "" NA "P370_RS0109420" 747 248 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1957305 1957871 "-" "WP_001326725.1" "WP_001326725.1" NA "VOC family protein" "" NA "P370_RS0109425" 567 188 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1957874 1958053 "-" "" "" NA "hypothetical protein" "" NA "P370_RS1000000124905" 180 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1958087 1959820 "+" "WP_001025322.1" "WP_001025322.1" NA "arginine--tRNA ligase" "" NA "P370_RS0109430" 1734 577 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1959997 1960485 "+" "WP_001299676.1" "WP_001299676.1" NA "DUF1311 domain-containing protein" "" NA "P370_RS0109435" 489 162 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1960605 1960997 "-" "WP_001259583.1" "WP_001259583.1" NA "flagellar biosynthesis protein FlhE" "" NA "P370_RS0109440" 393 130 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1960997 1963075 "-" "WP_000066951.1" "WP_000066951.1" NA "flagellar biosynthesis protein FlhA" "" NA "P370_RS0109445" 2079 692 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1963068 1964216 "-" "WP_001278954.1" "WP_001278954.1" NA "flagellar biosynthetic protein FlhB" "" NA "P370_RS0109450" 1149 382 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1964418 1965062 "-" "WP_000983609.1" "WP_000983609.1" NA "protein phosphatase CheZ" "" NA "P370_RS0109455" 645 214 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1965073 1965462 "-" "WP_000763867.1" "WP_000763867.1" NA "two-component system response regulator" "" NA "P370_RS0109460" 390 129 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1965477 1966526 "-" "WP_000036361.1" "WP_000036361.1" NA "chemotaxis response regulator protein-glutamate methylesterase" "" NA "P370_RS0109465" 1050 349 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1966529 1967389 "-" "WP_000204337.1" "WP_000204337.1" NA "chemotaxis protein methyltransferase" "" NA "P370_RS0109470" 861 286 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1967408 1969009 "-" "WP_000483239.1" "WP_000483239.1" NA "methyl-accepting chemotaxis protein IV" "" NA "P370_RS0109475" 1602 533 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1969055 1970716 "-" "WP_001297437.1" "WP_001297437.1" NA "methyl-accepting chemotaxis protein II" "" NA "P370_RS0109480" 1662 553 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1970861 1971364 "-" "WP_000147302.1" "WP_000147302.1" NA "chemotaxis protein CheW" "" NA "P370_RS0109485" 504 167 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1971385 1973349 "-" "WP_001350517.1" "WP_001350517.1" NA "chemotaxis protein CheA" "" NA "P370_RS0109490" 1965 654 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1973354 1974280 "-" "WP_000795630.1" "WP_000795630.1" NA "motility protein B" "motB" NA "P370_RS0109495" 927 308 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1974277 1975164 "-" "WP_000906340.1" "WP_000906340.1" NA "flagellar motor stator protein MotA" "" NA "P370_RS0109500" 888 295 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1975291 1975869 "-" "WP_001291603.1" "WP_001291603.1" NA "flagellar transcriptional regulator FlhC" "" NA "P370_RS0109505" 579 192 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1975872 1976222 "-" "WP_001295647.1" "WP_001295647.1" NA "flagellar transcriptional activator FlhD" "" NA "P370_RS0109510" 351 116 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1977002 1977430 "+" "WP_000122416.1" "WP_000122416.1" NA "universal stress protein C" "" NA "P370_RS0109515" 429 142 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1977437 1978861 "-" "WP_001295646.1" "WP_001295646.1" NA "trehalose-6-phosphate synthase" "" NA "P370_RS0109520" 1425 474 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1978836 1979636 "-" "WP_001295645.1" "WP_001295645.1" NA "trehalose-6-phosphate phosphatase" "" NA "P370_RS0109525" 801 266 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1979803 1980789 "-" "WP_000100205.1" "WP_000100205.1" NA "arabinose ABC transporter permease" "araH" NA "P370_RS0109530" 987 328 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1980804 1982318 "-" "WP_001187819.1" "WP_001187819.1" NA "arabinose import ATP-binding protein AraG" "araG" NA "P370_RS0109535" 1515 504 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1982388 1983377 "-" "WP_000548675.1" "WP_000548675.1" NA "arabinose ABC transporter substrate-binding protein" "" NA "P370_RS0109540" 990 329 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1983463 1983678 "-" "" "" NA "hypothetical protein" "" NA "P370_RS1000000124910" 216 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1984174 1984677 "+" "WP_000179469.1" "WP_000179469.1" NA "non-heme ferritin" "" NA "P370_RS0109545" 504 167 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1984756 1985007 "-" "WP_000082127.1" "WP_000082127.1" NA "DUF2766 domain-containing protein" "" NA "P370_RS0109550" 252 83 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1985122 1985208 "-" "WP_010723106.1" "WP_010723106.1" NA "hypothetical protein" "" NA "P370_RS1000000126095" 87 28 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1985471 1985794 "+" "WP_001237869.1" "WP_001237869.1" NA "lipoprotein, function unknown" "" NA "P370_RS01000000123125" 324 107 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1985965 1986462 "+" "WP_000917208.1" "WP_000917208.1" NA "non-heme ferritin" "" NA "P370_RS0109560" 498 165 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1986500 1986739 "-" "WP_000377225.1" "WP_000377225.1" NA "DUF2492 domain-containing protein" "" NA "P370_RS0109565" 240 79 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1986930 1988141 "+" "WP_000797560.1" "WP_000797560.1" NA "tyrosine-specific transporter" "" NA "P370_RS0109570" 1212 403 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1988203 1988868 "-" "WP_000847902.1" "WP_000847902.1" NA "YecA family protein" "" NA "P370_RS0109575" 666 221 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1989518 1990066 "-" "WP_001160187.1" "WP_001160187.1" NA "CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase" "" NA "P370_RS0109595" 549 182 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1990123 1991955 "-" "WP_001283421.1" "WP_001283421.1" NA "excinuclease ABC subunit C" "" NA "P370_RS0109600" 1833 610 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1991952 1992608 "-" "WP_000611335.1" "WP_000611335.1" NA "DNA-binding response regulator" "" NA "P370_RS0109605" 657 218 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1993067 1993291 "+" "WP_000106474.1" "WP_000106474.1" NA "DUF2594 domain-containing protein" "" NA "P370_RS0109610" 225 74 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1993359 1994081 "-" "WP_001152715.1" "WP_001152715.1" NA "regulatory protein SdiA" "" NA "P370_RS0109615" 723 240 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1994311 1995063 "-" "WP_001272991.1" "WP_001272991.1" NA "L-cystine ABC transporter ATP-binding protein YecC" "" NA "P370_RS0109620" 753 250 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1995060 1995728 "-" "WP_001158220.1" "WP_001158220.1" NA "amino acid ABC transporter permease" "" NA "P370_RS0109625" 669 222 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1995743 1996729 "-" "WP_001128215.1" "WP_001128215.1" NA "D-cysteine desulfhydrase" "" NA "P370_RS0109630" 987 328 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1996834 1997634 "-" "WP_001296168.1" "WP_001296168.1" NA "cystine-binding periplasmic protein" "" NA "P370_RS0109635" 801 266 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1997722 1998273 "-" "WP_001350518.1" "WP_001350518.1" NA "regulator of sigma S factor FliZ" "" NA "P370_RS0109640" 552 183 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1998319 1999038 "-" "WP_001087467.1" "WP_001087467.1" NA "RNA polymerase sigma factor FliA" "fliA" NA "P370_RS0109645" 720 239 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 1999359 2000855 "-" "WP_000079739.1" "WP_000079739.1" NA "flagellin FliC" "" NA "P370_RS0109650" 1497 498 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2000867 2001136 "-" "" "" NA "hypothetical protein" "" NA "P370_RS1000000124920" 270 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2001121 2002527 "+" "WP_000146784.1" "WP_000146784.1" NA "flagellar hook-associated protein 2" "" NA "P370_RS0109655" 1407 468 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2002552 2002962 "+" "WP_000270671.1" "WP_000270671.1" NA "flagellar protein FliS" "" NA "P370_RS0109660" 411 136 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2002962 2003327 "+" "WP_001015033.1" "WP_001015033.1" NA "flagellar protein FliT" "" NA "P370_RS0109665" 366 121 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2003405 2004892 "+" "WP_001245695.1" "WP_001245695.1" NA "alpha-amylase" "" NA "P370_RS0109670" 1488 495 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2004926 2005339 "-" "WP_001350519.1" "WP_001350519.1" NA "lipoprotein" "" NA "P370_RS0109675" 414 137 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2005339 2005527 "-" "" "" NA "hypothetical protein" "" NA "P370_RS1000000124925" 189 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2005526 2006731 "+" "WP_000118897.1" "WP_000118897.1" NA "YeeE/YedE family protein" "" NA "P370_RS0109680" 1206 401 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2006728 2006961 "+" "WP_000790504.1" "WP_000790504.1" NA "SirA-like protein" "" NA "P370_RS0109685" 234 77 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2007070 2007738 "+" "WP_000334583.1" "WP_000334583.1" NA "DUF159 family protein" "" NA "P370_RS0109690" 669 222 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2007849 2008328 "+" "WP_000494172.1" "WP_000494172.1" NA "N-acetyltransferase" "" NA "P370_RS0109695" 480 159 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2008597 2008788 "-" "WP_001362554.1" "WP_001362554.1" NA "hypothetical protein" "" NA "P370_RS1000000126100" 192 63 ""
"CDS" "without_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2008798 2009600 "-" "" "" NA "hypothetical protein" "" NA "P370_RS01000000123140" 803 NA "pseudo"
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2009751 2010029 "+" "WP_015675427.1" "WP_015675427.1" NA "hypothetical protein" "" NA "P370_RS01000000123145" 279 92 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2009949 2010263 "-" "WP_001274299.1" "WP_001274299.1" NA "flagellar hook-basal body complex protein FliE" "" NA "P370_RS0109715" 315 104 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2010478 2012136 "+" "WP_000994427.1" "WP_000994427.1" NA "flagellar M-ring protein" "" NA "P370_RS0109720" 1659 552 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2012129 2013124 "+" "WP_000067950.1" "WP_000067950.1" NA "flagellar motor switch protein FliG" "" NA "P370_RS0109725" 996 331 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2013117 2013803 "+" "WP_001282683.1" "WP_001282683.1" NA "flagellar assembly protein FliH" "" NA "P370_RS0109730" 687 228 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2013803 2015176 "+" "WP_000213294.1" "WP_000213294.1" NA "flagellum-specific ATP synthase FliI" "fliI" NA "P370_RS0109735" 1374 457 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2015195 2015638 "+" "WP_000807579.1" "WP_000807579.1" NA "flagellar protein FliJ" "fliJ" NA "P370_RS0109740" 444 147 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2015635 2016762 "+" "WP_000620071.1" "WP_000620071.1" NA "flagellar hook-length control protein FliK" "" NA "P370_RS0109745" 1128 375 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2016867 2017331 "+" "WP_000133106.1" "WP_000133106.1" NA "flagellar basal body-associated protein FliL" "fliL" NA "P370_RS0109750" 465 154 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2017336 2018340 "+" "WP_001350520.1" "WP_001350520.1" NA "flagellar motor switch protein FliM" "" NA "P370_RS0109755" 1005 334 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2018337 2018750 "+" "WP_001282101.1" "WP_001282101.1" NA "flagellar motor switch protein FliN" "" NA "P370_RS0109760" 414 137 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2018753 2019118 "+" "WP_001302429.1" "WP_001302429.1" NA "flagellar protein FliO" "" NA "P370_RS0109765" 366 121 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2019118 2019855 "+" "WP_001253441.1" "WP_001253441.1" NA "flagellar biosynthetic protein FliP" "" NA "P370_RS0109770" 738 245 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2019865 2020134 "+" "WP_000187358.1" "WP_000187358.1" NA "flagellar biosynthetic protein FliQ" "" NA "P370_RS0109775" 270 89 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2020142 2020927 "+" "WP_000942319.1" "WP_000942319.1" NA "flagellar biosynthesis protein FliR" "" NA "P370_RS0109780" 786 261 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2021217 2021840 "+" "WP_000104001.1" "WP_000104001.1" NA "helix-turn-helix transcriptional regulator" "rcsA" NA "P370_RS0109785" 624 207 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2021884 2022126 "-" "WP_071524607.1" "WP_071524607.1" NA "hypothetical protein" "" NA "P370_RS0109790" 243 80 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2022059 2022247 "-" "WP_001347685.1" "WP_001347685.1" NA "hypothetical protein" "" NA "P370_RS1000000124930" 189 62 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2022235 2022462 "+" "WP_000844800.1" "WP_000844800.1" NA "DUF2525 domain-containing protein" "" NA "P370_RS0109795" 228 75 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2022760 2023575 "+" "WP_000491520.1" "WP_000491520.1" NA "mannosyl-3-phosphoglycerate phosphatase-related protein" "" NA "P370_RS0109800" 816 271 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2023572 2025266 "-" "WP_001350521.1" "WP_001350521.1" NA "GGDEF domain-containing protein" "" NA "P370_RS0109805" 1695 564 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2025187 2025375 "-" "WP_001440740.1" "WP_001440740.1" NA "hypothetical protein" "" NA "P370_RS1000000126105" 189 62 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2025437 2025619 "-" "WP_000009307.1" "WP_000009307.1" NA "DUF2158 domain-containing protein" "" NA "P370_RS0109810" 183 60 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2025698 2026615 "-" "WP_000922686.1" "WP_000922686.1" NA "hypothetical protein" "" NA "P370_RS0109815" 918 305 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2026788 2027708 "+" "WP_001212226.1" "WP_001212226.1" NA "amino acid exporter for phenylalanine, threonine" "" NA "P370_RS0109820" 921 306 ""
"CDS" "with_protein" "GCF_000482265.1" "Primary Assembly" "unplaced scaffold" NA "NZ_AYEK01000001.1" 2027697 2028167 "-" "WP_000786005.1" "WP_000786005.1" NA "very short patch repair endonuclease" "" NA "P370_RS0109825" 471 156 ""
